藥品代碼,藥品分類分組名稱,含包裹支付的醫令量_合計
BC22372421,CIPROFLOXACIN ， 眼用液劑 ， 3.00  MG/ML ， 5.00 ML,8768
BC22376100,HYDROXYCHLOROQUINE ， 一般錠劑膠囊劑 ， 200.00 MG,18174637.5
BC223761G0,HYDROXYCHLOROQUINE ， 一般錠劑膠囊劑 ， 200.00 MG,29234397.8
BC22380221,PENTOXIFYLLINE ， 注射劑 ， 100.00 MG,2
BC223871G0,INDAPAMIDE ， 緩釋錠劑膠囊劑 ， 1.50 MG,7370767.5
BC22393277,10.0% AMINO ACIDS FOR HEPATIC ， 注射劑 ， 10.00  %， 500.00 ML,7256
BC22395271,VALPROIC ACID ， 注射劑 ， 400.00 MG,234194.8
BC22396100,ZIDOVUDINE 300MG + LAMIVUDINE 150MG ， 一般錠劑膠囊劑,54802
BC22409100,CAPECITABINE ， 一般錠劑膠囊劑 ， 500.00 MG,2962070
BC22420100,CLARITHROMYCIN ， 一般錠劑膠囊劑 ， 500.00 MG,1580165
BC22438100,FLUOXETINE ， 一般錠劑膠囊劑 ， 20.00 MG (DISPERSIBLE),656377
BC224421G0,GLYBURIDE (=GLIBENCLAMIDE) ， 一般錠劑膠囊劑 ， 5.00 MG,112
BC224471E1,AMOXICILLIN 80MG/ML + CLAVULANIC ACID 11.4MG/ML， 口服液劑， 35.00ML,175346.9
BC22449219,TOPOTECAN， 注射劑， 4.00 MG,4028.3
BC22462100,LETROZOLE ， 一般錠劑膠囊劑 ， 2.50 MG,12376600.2
BC22473221,IRINOTECAN ， 注射劑 ， 100.00 MG,64499
BC225015FR,LEVONORGESTREL ， 子宮植入劑， 52.00 MG,1688
BC22507100,TOPIRAMATE ， 一般錠劑膠囊劑 ， 50.00 MG,627585
BC22508100,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,3595573.7
BC22509100,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,4431111.4
BC22535100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,73522
BC225351G0,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,5393249.1
BC22540414,LATANOPROST ， 眼用液劑 ， 0.05  MG/ML ， 2.50 ML,660320.1
BC22542100,QUETIAPINE ， 一般錠劑膠囊劑 ， 100.00 MG,4234042.6
BC22543100,QUETIAPINE ， 一般錠劑膠囊劑 ， 25.00 MG,34302318.5
BC22544100,QUETIAPINE ， 一般錠劑膠囊劑 ， 200.00 MG,1056707.1
BC22551100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,11521775.1
BC22553100,BETAXOLOL ， 一般錠劑膠囊劑 ， 20.00 MG,4466
BC22587321,ADAPALENE ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,34
BC22587335,ADAPALENE ， 外用軟膏劑 ， 1.00  MG/GM ， 15.00 GM,116326.7
BC22593100,NIFEDIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,547
BC225931G0,NIFEDIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,2839780.2
BC22600321,DESOXIMETASONE ， 外用軟膏劑 ， 2.50  MG/GM ， 5.00 GM,24
BC22606248,TIROFIBAN ， 注射劑 ， 10.00 MG,4640
BC22610100,SPIRONOLACTONE ， 一般錠劑膠囊劑 ， 25.00 MG,48639.3
BC226101G0,SPIRONOLACTONE ， 一般錠劑膠囊劑 ， 25.00 MG,3933448.9
BC22612100,AMOXICILLIN 875MG + CLAVULANIC ACID 125MG， 一般錠劑膠囊劑，,1152948.9
BC22622100,FLUNARIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,19508
BC226221G0,FLUNARIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,41569
BC22635421,BRIMONIDINE ， 眼用液劑 ， 1.50 MG/ML?2.00  MG/ML ， 5.0 ML,28
BC22641100,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,17578
BC22653421,KETOROLAC ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,13
BC22654100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 145.00-200.00 MG,1161
BC22655243,OCTREOTIDE ， 注射劑 ， 30000.00 MCG,5119
BC22657238,OCTREOTIDE ， 注射劑 ， 20000.00 MCG,3845
BC22658100,CABERGOLINE ， 一般錠劑膠囊劑 ， 500.00 MCG,566314.2
BC22671100,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,270363.5
BC226711G0,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,75215895.5
BC22678100,DILTIAZEM ， 緩釋錠劑膠囊劑 ， 180.00 MG,17472
BC22695221,EPIRUBICIN ， 注射劑 ， 10.00 MG,20662
BC22695240,EPIRUBICIN ， 注射劑 ， 50.00 MG,20907.4
BC22712221,DOXORUBICIN ， 注射劑 ， 10.00 MG,130743
BC22725100,NORETHINDRONE ， 一般錠劑膠囊劑 ， 5.00 MG,2646
BC22726100,METHOTREXATE ， 一般錠劑膠囊劑 ， 2.50 MG,9583062
BC22727209,SCOPOLAMINE ， 注射劑 ， 20.00 MG,145922.4
BC22732248,FLUDARABINE ， 注射劑 ， 50.00 MG,361
BC22737500,MESALAZINE ， 栓劑 ， 1000.00 MG,376252
BC22754329,DIFLUCORTOLONE ， 外用軟膏劑 ， 1.00  MG/GM ， 10.00 GM,151324.5
BC22767100,RISPERIDONE ， 一般錠劑膠囊劑 ， 1.00 MG,2258809.3
BC22768100,RISPERIDONE ， 一般錠劑膠囊劑 ， 2.00 MG,2513859.1
BC22769100,RISPERIDONE ， 一般錠劑膠囊劑 ， 3.00 MG,708567.4
BC22770221,CISATRACURIUM 10.00 MG/ATRACURIUM 50.00 MG ， 注射劑,672022.9
BC22778100,MONTELUKAST ， 一般錠劑膠囊劑 ， 10.00 MG,7655669.4
BC22779100,MONTELUKAST ， 一般錠劑膠囊劑 ， 5.00 MG,4364607.4
BC22781100,RABEPRAZOLE ， 一般錠劑膠囊劑 ， 10.00 MG,1168
BC22782100,RABEPRAZOLE ， 一般錠劑膠囊劑 ， 20.00 MG,16779741.8
BC22783100,TOLTERODINE ， 一般錠劑膠囊劑 ， 2.00 MG,1657990
BC22790238,TINZAPARIN ， 注射劑 ， 20.00 ， KIU,6678.1
BC22793412,FLUTICASONE PROPIONATE， 口鼻噴霧/吸入劑， 1.0 MG/ML ， 2 ML,102
BC22796421,GENTAMICIN ， 眼耳鼻用軟膏 ， 3.00  MG/GM ， 5.00 GM,169
BC22803100,BICALUTAMIDE ， 一般錠劑膠囊劑 ， 50.00 MG,1375251
BC22816100,ITRACONAZOLE ， 一般錠劑膠囊劑 ， 100.00 MG,1142531.1
BC228204E5,TRIAMCINOLONE ， 耳鼻用液劑 ， 0.55 MG/GM， 120.00 ， DOSE,22520.4
BC22821100,GABAPENTIN ， 一般錠劑膠囊劑 ， 300.00 MG,7658433.9
BC22822100,GABAPENTIN ， 一般錠劑膠囊劑 ， 400.00 MG,1430457.5
BC22823100,GABAPENTIN ， 一般錠劑膠囊劑 ， 100.00 MG,16808264.4
BC22840212,FUROSEMIDE ， 注射劑 ， 20.00 MG,338349.5
BC22843100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,4303044.8
BC22856421,EMEDASTINE ， 眼用液劑 ， 0.50  MG/ML ， 5.00 ML,97529.2
BC22858100,RIVASTIGMINE ， 一般錠劑膠囊劑 ， 1.5-6MG,4261074.5
BC22859100,RIVASTIGMINE ， 一般錠劑膠囊劑 ， 1.5-6MG,247667
BC22861100,RIVASTIGMINE ， 一般錠劑膠囊劑 ， 1.5-6MG,4564396
BC22863100,RIVASTIGMINE ， 一般錠劑膠囊劑 ， 1.5-6MG,3165717.1
BC22868238,PROPOFOL ， 注射劑 ， 200.00 MG,402715.1
BC22868248,PROPOFOL ， 注射劑 ， 500.00 MG,32707
BC22869100,ABACAVIR SULFATE ， 一般錠劑膠囊劑 ， 300.00 MG,2392
BC22874265,FAT EMULSIONS MCT/LCT ， 注射劑 ， 50.00 GM,14
BC22877100,CYPROTERONE 2MG + ESTRADIOL 35MCG， 一般錠劑膠囊劑，,1314268.3
BC22882100,ROPINIROLE ， 一般錠劑膠囊劑 ， .25 MG,1835436
BC22883100,ROPINIROLE ， 一般錠劑膠囊劑 ， 1.00 MG,340471.6
BC22886100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,37492398.7
BC22889100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,26891302.3
BC22890100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,95056339.2
BC22917100,ALFUZOSIN ， 緩釋錠劑膠囊劑 ， 10.00 MG,2350887
BC22920100,CLOTHIAPINE(=CLOTIAPINE) ， 一般錠劑膠囊劑 ， 40.00 MG,2727224
BC22924424,MOMETASONE ， 耳鼻用液劑 ， 50 MCG/DOSE， 140.00 ， DOSE,728459
BC22927100,ACYCLOVIR ， 一般錠劑膠囊劑 ， 400.00 MG,76978.5
BC22931116,AMOXICILLIN 50MG/ML + CLAVULANIC ACID 12.5MG/ML， 口服液劑， 60.00ML,108328.9
BC22932100,CLOPIDOGREL 75MG + ACETYLSALICYLIC ACID 0-100MG， 一般錠劑膠囊劑,78129359.5
BC22934421,BRINZOLAMIDE ， 眼用液劑 ， 10.00  MG/ML ， 5.00 ML,152302.4
BC22959100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,236236.5
BC229591G0,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,2579771.3
BC22962100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 20.00 MG,19
BC22987421,CARTEOLOL ， 眼用液劑 ， 20.00  MG/ML ， 5.00 ML,2
BC22989100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,7895378.7
BC22995100,ESTRAMUSTINE ， 一般錠劑膠囊劑 ， 140.00 MG,9370
BC22997100,DILTIAZEM ， 緩釋錠劑膠囊劑 ， 180.00 MG,3001410.5
BC23000216,APOMORPHINE ， 注射劑 ， 30.00 MG,3562
BC23001100,DILTIAZEM ， 緩釋錠劑膠囊劑 ， 120.00 MG,1506608
BC23010100,FEXOFENADINE ， 一般錠劑膠囊劑 ， 180.00 MG,10124293.4
BC23012500,CLOTRIMAZOLE ， 陰道用錠劑膠囊劑 ， 100.00 MG,15
BC23016100,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,5761516.9
BC230161G0,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,44653187.9
BC23031100,ALFACALCIDOL ， 一般錠劑膠囊劑 ， .50 MCG,764
BC23071100,CLOBAZAM ， 一般錠劑膠囊劑 ， 10.00 MG,3021350.1
BC23074163,FENOTEROL ， 口鼻噴霧/吸入劑 ， 100 MCG/DOSE ， 200.00 DOSE,346350.4
BC23078100,CLARITHROMYCIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,471814.1
BC23086100,TACROLIMUS ， 一般錠劑膠囊劑 ， 0.50 MG,1762301
BC23087209,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 1000.00 ML,1
BC23097100,EXEMESTANE ， 一般錠劑膠囊劑 ， 25.00 MG,1047083
BC23109100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,25998251.1
BC23128100,CANDESARTAN 8MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,16359063.7
BC23133100,ALFACALCIDOL ， 一般錠劑膠囊劑 ， 0.25 MCG,162
BC23135100,HYDROXYUREA ， 一般錠劑膠囊劑 ， 500.00 MG,2530342.5
BC23161100,TELMISARTAN 80MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,17293646.8
BC23162100,TELMISARTAN 40MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,6455410.5
BC23167100,ALENDRONATE 70 MG＋VITAMIN D 0-5600IU， 一般錠劑膠囊劑,10
BC23177100,CELECOXIB ， 一般錠劑膠囊劑 ， 200.00 MG,82561133.4
BC23178212,METOCLOPRAMIDE ， 注射劑 ， 10.00 MG,769397.3
BC23179100,BUNAZOSIN ， 緩釋錠劑膠囊劑 ， 3.00 MG,285913
BC23181100,LINEZOLID ， 一般錠劑膠囊劑 ， 600.00 MG,192148.9
BC23186266,LINEZOLID ， 注射劑 ， 600.00 MG,114316
BC23202127,FLUTICASONE 50 (100) MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE， 口鼻噴霧/吸入劑， 120.00 (60.00) DOSE，  9.0MG,14059.3
BC23203137,FLUTICASONE 125 (250)  MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE， 口鼻噴霧/吸入劑， 120.00 (60.00) DOSE， 18MG,20637.4
BC23206100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 30.00 MG,16442315.8
BC23207100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 15.00 MG,7454190.5
BC23215100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 145.00-200.00 MG,3832197.4
BC23218210,5.0% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION ， 注射劑 ， 5.00  %， 1500.00 ML,12145
BC23220100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,6003271.5
BC23221100,OMEPRAZOLE/ESOMEPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,27993119.2
BC23223100,MOXIFLOXACIN ， 一般錠劑膠囊劑 ， 400.00 MG,494605.5
BC23224210,2.75% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION ， 注射劑 ， 2.75  %， 1500.00 ML,6148
BC23225100,OMEPRAZOLE/ESOMEPRAZOLE， 一般錠劑膠囊劑 ， 20.00 MG,101
BC23232100,MESALAZINE ， 一般錠劑膠囊劑 ， 400.00 MG,605438
BC23245100,NATEGLINIDE ， 一般錠劑膠囊劑 ， 120.00 MG,18
BC23248100,ENTACAPONE ， 一般錠劑膠囊劑 ， 200.00 MG,4726718.3
BC23257100,AZITHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,1052150.6
BC232621EL,BUDESONIDE 80 MCG/DOSE + FORMOTEROL 4.5MCG/DOSE ， 口鼻噴霧/吸入劑 ， 120.00 ， DOSE 10.14MG,45
BC232651E7,BUDESONIDE 160 (320) MCG/DOSE + FORMOTEROL 4.5 (9.0) MCG/DOSE ， 口鼻噴霧/吸入劑 ，120.00 (60.00) DOSE，  19.74MG,392489.3
BC23266100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,3486668.5
BC23267100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,3055967.7
BC23280100,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE， 一般錠劑膠囊劑 ， 250.00 MCG,3359560.4
BC23282100,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE， 一般錠劑膠囊劑 ， 1000.00 MCG,443585.5
BC23293100,LERCANIDIPINE ， 一般錠劑膠囊劑 ， 10.00 MG,35202285.2
BC23298263,GEMCITABINE ， 注射劑 ， 200.00 MG,115282.8
BC23306245,PANTOPRAZOLE ， 注射劑 ， 40.00 MG,1397275
BC233104E8,BUDESONIDE ， 耳鼻用液劑 ， 64 MCG/DOSE， 120.00 ， DOSE,16
BC23313221,IDARUBICIN ， 注射劑 ， 5.00 MG,4089
BC23323100,TEMOZOLOMIDE ， 一般錠劑膠囊劑 ， 20.00 MG,34369
BC23324100,TEMOZOLOMIDE ， 一般錠劑膠囊劑 ， 100.00 MG,44002
BC23335100,NIMESULIDE ， 一般錠劑膠囊劑 ， 100.00 MG,253
BC23337421,TIMOLOL 5MG/ML + DORZOLAMIDE 20MG/ML， 眼用液劑， 5.00ML,328229.3
BC23345321,TACROLIMUS ， 外用軟膏劑 ， 0.30  MG/GM ， 5.00 GM,735.7
BC23345329,TACROLIMUS ， 外用軟膏劑 ， 0.30  MG/GM ， 10.00 GM,17166.6
BC23345343,TACROLIMUS ， 外用軟膏劑 ， 0.30  MG/GM ， 30.00 GM,26
BC23346321,TACROLIMUS ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,122.6
BC23346329,TACROLIMUS ， 外用軟膏劑 ， 1.00  MG/GM ， 10.00 GM,28804.1
BC23349116,DIOCTAHEDRAL SMECTITE (=DIOSMECTITE) ， 口服顆粒劑 ， 3.00 GM,13446713.5
BC23357114,IPRATROPIUM 0.5 MG/DOSE + SALBUTAMOL 2.5 MG/DOSE， 口鼻噴霧/吸入劑， 1.00 DOSE,5402408.3
BC23363100,SIROLIMUS ， 一般錠劑膠囊劑 ， 1.00 MG,420798
BC23373100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,69453914
BC23374100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,92711099.1
BC23381100,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,2319855.6
BC23388248,AMPHOTERICIN B LIPOSOMAL COMPLEX ， 注射劑 ， 50.00 MG,44022
BC23398100,MONTELUKAST ， 一般錠劑膠囊劑/顆粒劑 ， 4.00 MG,3842230.1
BC23403343,CALCITRIOL ， 外用軟膏劑 ， 0.003  MG/GM ， 30.00 GM,7828.7
BC23422414,TRAVOPROST ， 眼用液劑 ， 0.03-0.04  MG/ML ， 2.50 ML,14
BC23462129,POLYETHYLENE GLYCOL 4000 ， 口服液劑 ， 10.00 GM,4269577.2
BC23470100,ZIPRASIDONE， 一般錠劑膠囊劑， 40-60MG,169410
BC23471100,ZIPRASIDONE， 一般錠劑膠囊劑， 40-60MG,274783
BC23473129,IPRATROPIUM 20 MCG/DOSE + FENOTEROL 50 MCG/DOSE， 口鼻噴霧/吸入劑， 200.00DOSE,140588.7
BC23479235,VERTEPORFIN ， 注射劑 ， 15.00 MG,23
BC23480127,FLUTICASONE 50 (100) MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE， 口鼻噴霧/吸入劑， 120.00 (60.00) DOSE，  9.0MG,32500.6
BC23481157,FLUTICASONE 250 (500) MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE， 口鼻噴霧/吸入劑， 120.00 (60.00)  DOSE，  33MG,92751.6
BC23482137,FLUTICASONE 125 (250)  MCG/DOSE + SALMETEROL 25 (50) MCG/DOSE， 口鼻噴霧/吸入劑， 120.00 (60.00) DOSE， 18MG,49178.3
BC23484100,TEGAFUR 100MG + URACIL 224MG， 一般錠劑膠囊劑，,1665254
BC23485248,CASPOFUNGIN ， 注射劑 ， 50.00 MG,3710
BC23492100,AMISULPRIDE ， 一般錠劑膠囊劑 ， 200.00 MG,3399022.5
BC23493100,AMISULPRIDE ， 一般錠劑膠囊劑 ， 50.00 MG,228762.5
BC235031G0,GLICLAZIDE ， 緩釋錠劑膠囊劑 ， 30.00 MG,21136000.3
BC23518100,RAMIPRIL ， 一般錠劑膠囊劑 ， 2.50 MG,2295344.1
BC23521421,PEMIROLAST ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,98795
BC23522100,OXCARBAZEPINE ， 一般錠劑膠囊劑 ， 600.00 MG,223712
BC23524100,OXCARBAZEPINE ， 一般錠劑膠囊劑 ， 300.00 MG,13392217.6
BC23537414,TIMOLOL 5MG/ML + LATANOPROST 50MCG/ML， 眼用液劑， 2.50ML,84071.6
BC23538123,OXCARBAZEPINE ， 口服液劑 ， 60.00  MG/ML ， 100.00 ML,44212.4
BC23538135,OXCARBAZEPINE ， 口服液劑 ， 60.00  MG/ML ， 250.00 ML,24
BC23546321,BETAMETHASONE (VALERATE) 1MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 5.00GM,4
BC23548100,PILOCARPINE ， 一般錠劑膠囊劑 ， 5.00 MG,7406048.5
BC23556100,FLUVASTATIN ， 緩釋錠劑膠囊劑 ， 80.00 MG,12989097.6
BC23568100,TOLTERODINE ， 緩釋錠劑膠囊劑 ， 4.00 MG,6509539.6
BC23571100,VENLAFAXINE ， 緩釋錠劑膠囊劑 ， 75.00 MG,6028292.4
BC23572100,WARFARIN ， 一般錠劑膠囊劑 ， 5.00 MG,803485.9
BC23573100,WARFARIN ， 一般錠劑膠囊劑 ， 3.00 MG,77408.2
BC23596100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,8719705.2
BC23597100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,7662
BC23603100,RAMIPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,1797431.5
BC23613335,ADAPALENE ， 外用軟膏劑 ， 1.00  MG/GM ， 15.00 GM,60125.8
BC23615100,LEFLUNOMIDE ， 一般錠劑膠囊劑 ， 10.00 MG,888323.4
BC23632100,ESTRADIOL VALERATE 1-2MG + MEDPROXYPROGESTERONE 2.5-5MG， 一般錠劑膠囊劑,49803
BC23633221,PAMIDRONATE DISODIUM ， 注射劑 ， 15.00 MG,861
BC23645329,PIMECROLIMUS ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,23501.1
BC23645335,PIMECROLIMUS ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,89703.6
BC23645343,PIMECROLIMUS ， 外用軟膏劑 ， 10.00  MG/GM ， 30.00 GM,3
BC23646100,VORICONAZOLE ， 一般錠劑膠囊劑 ， 200.00 MG,333879
BC23647100,VORICONAZOLE ， 一般錠劑膠囊劑 ， 50.00 MG,52326
BC23648263,VORICONAZOLE ， 注射劑 ， 200.00 MG,50472.5
BC23649100,TELMISARTAN 80MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,487291
BC23654100,TELMISARTAN 40MG + AMLODIPINE 0-10MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,596526
BC23655100,LOSARTAN 100MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,2712292.4
BC23661100,NICORANDIL ， 一般錠劑膠囊劑 ， 5.00 MG,7542323.1
BC23672100,GABAPENTIN ， 一般錠劑膠囊劑 ， 600.00 MG,100776.9
BC23681421,DEXAMETHASONE ， 眼耳鼻用軟膏 ， 1.00  MG/GM ， 5.00 GM,12241.7
BC23687212,PERITONEAL DIALYTICS SOLUTIONS(Icodextrin)， 透析用製劑， 2000.00ML,1420784
BC23688421,AZAPENTACENE ， 眼用液劑 ， 0.15  MG/ML ， 5.00 ML,3
BC23695421,BRIMONIDINE ， 眼用液劑 ， 1.50 MG/ML?2.00  MG/ML ， 5.0 ML,636839.6
BC23695429,BRIMONIDINE ， 眼用液劑 ， 1.50 MG/ML～2.00  MG/ML ， 10.00 ML,422
BC23697100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,120
BC23708100,VERAPAMIL ， 一般錠劑膠囊劑 ， 40.00 MG,2338
BC237081G0,VERAPAMIL ， 一般錠劑膠囊劑 ， 40.00 MG,169529
BC23711100,DOXAZOSIN ， 緩釋錠劑膠囊劑 ， 4.00 MG,47287145.8
BC23712265,MOXIFLOXACIN ， 注射劑 ， 400.00 MG,42554
BC23729100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 500.00 MG,637.5
BC23730100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,6
BC23731100,METHYLPHENIDATE， 緩釋錠劑膠囊劑， 18–20mg,4636260
BC23737100,MYCOPHENOLIC ACID ， 一般錠劑膠囊劑 ， 180.00 MG,9151929
BC23738100,MYCOPHENOLIC ACID ， 一般錠劑膠囊劑 ， 360.00 MG,121901
BC23741438,SUMATRIPTAN ， 耳鼻用液劑 ， 20.00 MG,14311
BC23749209,ERTAPENEM ， 注射劑 ， 1.00 GM,128187
BC23755123,FLUTICASONE PROPIONATE ， 口鼻噴霧/吸入劑 ， 50 MCG/DOSE ， 120.00 ， DOSE,49428.5
BC23756210,MELOXICAM ， 注射劑 ， 15.00 MG,8455.5
BC23757100,PERINDOPRIL 1.65-1.7MG + INDAPAMIDE 0.625MG， 一般錠劑膠囊劑,4690
BC23758100,PERINDOPRIL 3.3-3.4MG + INDAPAMIDE 1.25MG， 一般錠劑膠囊劑,63
BC23770100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 145.00-200.00 MG,32610160.4
BC23773321,FLUTICASONE PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,5
BC23779100,MORPHINE ， 緩釋錠劑膠囊劑 ， 60.00 MG,3135
BC23781421,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,1
BC23785229,BUSULFAN ， 注射劑 ， 60.00 MG,4570
BC23792100,LEVOCETIRIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,51606205.5
BC23793421,KETOTIFEN ， 眼用液劑 ， 0.25  MG/ML ， 5.00 ML,24278
BC237941EW,CLARITHROMYCIN ， 口服液劑 ， 25.00 MG/ML， 70.00 ML,1
BC23799100,METOPROLOL，緩釋錠劑膠囊劑，25.00 MG,518368.5
BC23808100,GEFITINIB ， 一般錠劑膠囊劑 ， 250.00 MG,334361
BC23839340,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 25.00 GM,10.6
BC23840340,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 25.00 GM,46.7
BC23857240,RISPERIDONE ， 注射劑 ， 25.00 MG,35079.6
BC23858248,RISPERIDONE ， 注射劑 ， 50.00 MG,2667
BC238592EV,RISPERIDONE ， 注射劑 ， 37.50 MG,18617
BC23880100,METHYLPHENIDATE， 緩釋錠劑膠囊劑， 36–40mg,2622921.5
BC23885100,SILYMARIN ， 一般錠劑膠囊劑 ， 140.00 MG,56
BC23889100,LEVETIRACETAM ， 一般錠劑膠囊劑 ， 500.00 MG,41386268.4
BC23892429,SODIUM CROMOGLYCATE ， 眼用液劑 ， 20.00  MG/ML ， 10.00 ML,62
BC23898100,ACETYLCYSTEINE ， 一般錠劑膠囊劑 ， 600.00 MG,6593846.6
BC23901212,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,94196
BC23901214,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2500.00ML,4480
BC23901221,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,8833
BC23906212,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,7418
BC23907212,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2000.00ML,79341
BC23907214,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 2500.00ML,6100
BC23907221,GLUCOSE 1.5-4.25% + CALCIUM 1.25-1.75MMOL/L， 透析用製劑， 5000.00ML,9183
BC23912100,OLANZAPINE ， 一般錠劑膠囊劑 ， 10.00 MG,2094339.9
BC23913100,OLANZAPINE ， 一般錠劑膠囊劑 ， 5.00 MG,6094214.7
BC23917100,ACETAMINOPHEN 325MG + TRAMADOL 37.5MG， 一般錠劑膠囊劑，,2413
BC23923251,LANREOTIDE ， 注射劑 ， 60.00 MG,181
BC23924254,LANREOTIDE ， 注射劑 ， 90.00 MG,82
BC23925257,LANREOTIDE ， 注射劑 ， 120.00 MG,3534
